Neighbourhood,City,Property_Type,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Guests_Included,Extra_People,Minimum_Nights,Maximum_Nights
Outer Mission,San Francisco,Apartment,Private room,1,1,1,1,250,1,0,1,13
Outer Mission,San Francisco,Apartment,Entire home/apt,4,1,1,2,134,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,1,1,125,2,15,1,1125
Downtown/Civic Center,San Francisco,Apartment,Shared room,1,1,1,1,60,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,200,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,0,1,145,1,0,2,7
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,110,1,0,1,21
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,1,1,120,2,85,2,2
Downtown/Civic Center,San Francisco,Dorm,Private room,2,1,1,1,100,1,0,1,28
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,1,1,0,1,100,1,0,1,60
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,2,75,1,0,1,21
Downtown/Civic Center,San Francisco,House,Entire home/apt,4,0,1,1,10,1,0,1,1125
Downtown/Civic Center,San Francisco,Boutique hotel,Private room,2,1,1,1,120,2,85,1,25
Downtown/Civic Center,San Francisco,Timeshare,Entire home/apt,2,1,0,1,109,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,1,500,1,0,3,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,2,2,230,2,25,2,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,140,1,0,1,1125
Chinatown,San Francisco,Apartment,Entire home/apt,2,1,0,1,285,1,0,1,1125
Chinatown,San Francisco,Condominium,Entire home/apt,4,2,1,2,250,1,0,1,1125
Chinatown,San Francisco,Apartment,Entire home/apt,4,1,1,2,149,2,25,1,31
North Beach,San Francisco,Bed & Breakfast,Private room,2,0,1,1,95,1,0,1,1125
North Beach,San Francisco,Bed & Breakfast,Shared room,4,0,1,4,38,1,47,1,1125
North Beach,San Francisco,House,Private room,2,1,1,1,89,1,0,5,1125
North Beach,San Francisco,Apartment,Private room,4,1,1,2,600,1,0,1,1125
North Beach,San Francisco,House,Entire home/apt,6,2.5,3,3,250,2,50,4,1125
North Beach,San Francisco,Apartment,Entire home/apt,7,2,4,5,650,1,0,3,7
Presidio,San Francisco,Apartment,Entire home/apt,2,1,0,1,105,1,0,3,25
Nob Hill,San Francisco,Apartment,Private room,1,1,1,1,60,1,0,4,100
Nob Hill,San Francisco,Apartment,Entire home/apt,3,1,0,1,169,2,10,2,120
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,115,1,0,7,180
Nob Hill,San Francisco,Apartment,Private room,1,1,1,1,135,1,0,3,4
Nob Hill,San Francisco,Apartment,Entire home/apt,1,1,1,1,225,1,25,3,6
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,130,1,20,30,999
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,169,2,40,3,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,4,1,2,2,210,2,20,1,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,5,1,2,2,255,1,0,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,0,1,199,1,0,3,14
Western Addition,San Francisco,House,Private room,2,1,1,1,125,1,0,2,21
Western Addition,San Francisco,House,Private room,1,1,1,1,75,1,0,1,15
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,150,1,30,2,14
Western Addition,San Francisco,Apartment,Entire home/apt,4,1,2,4,249,4,50,2,21
Golden Gate Park,San Francisco,House,Private room,2,1,1,1,125,1,15,3,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,215,1,0,3,29
Haight Ashbury,San Francisco,House,Private room,2,1,1,1,115,2,100,1,23
Haight Ashbury,San Francisco,Apartment,Private room,2,1,1,1,60,1,0,1,1125
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,1,1,75,1,0,7,30
Haight Ashbury,San Francisco,House,Entire home/apt,6,2,3,4,350,1,10,2,21
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,155,1,0,21,75
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,150,1,0,1,1125
Haight Ashbury,San Francisco,House,Entire home/apt,6,3,3,4,425,6,0,3,29
Haight Ashbury,San Francisco,House,Entire home/apt,3,1,2,2,279,3,50,2,730
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,1,1,130,2,0,3,28
Haight Ashbury,San Francisco,Apartment,Entire home/apt,4,1,2,2,350,4,50,2,30
Haight Ashbury,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,3,1125
Haight Ashbury,San Francisco,House,Private room,2,1,1,1,80,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,2,1,1,2,189,2,30,1,30
Downtown/Civic Center,San Francisco,Condominium,Entire home/apt,4,1,1,2,399,1,0,3,14
Downtown/Civic Center,San Francisco,Timeshare,Entire home/apt,4,1,1,2,270,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,0,2,195,1,0,1,1125
Downtown/Civic Center,San Francisco,Timeshare,Entire home/apt,4,1,1,2,270,1,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,1,1,1,89,1,0,1,21
Downtown/Civic Center,San Francisco,Loft,Entire home/apt,2,1,0,1,65,1,0,2,32
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,3,1,0,1,365,2,0,2,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,6,2,2,3,299,4,60,2,1125
Downtown/Civic Center,San Francisco,Apartment,Private room,2,0.5,1,1,75,2,25,1,1125
Downtown/Civic Center,San Francisco,Other,Private room,2,1,1,1,800,1,0,1,1125
Downtown/Civic Center,San Francisco,Apartment,Entire home/apt,4,1,1,2,149,2,25,30,1125
Downtown/Civic Center,San Francisco,Apartment,Shared room,1,1,1,1,170,1,40,2,1125
Lakeshore,San Francisco,House,Private room,3,1,1,2,80,1,10,1,1125
Lakeshore,San Francisco,Apartment,Entire home/apt,4,1,1,2,160,1,0,1,1125
Lakeshore,San Francisco,Apartment,Private room,1,1,1,1,22,1,0,9,85
Russian Hill,San Francisco,Apartment,Entire home/apt,4,1,1,2,599,1,0,2,3
Russian Hill,San Francisco,Apartment,Private room,2,1,1,1,210,1,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,2,1,1,1,163,4,50,2,28
South of Market,San Francisco,Apartment,Entire home/apt,1,1,0,1,225,1,50,3,60
South of Market,San Francisco,Apartment,Entire home/apt,2,1.5,1,1,190,2,0,30,120
South of Market,San Francisco,Apartment,Entire home/apt,8,1.5,3,4,315,8,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,4,1,1,1,159,1,0,7,1125
South of Market,San Francisco,Apartment,Entire home/apt,3,1,1,1,650,1,0,2,5
South of Market,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,1,1125
South of Market,San Francisco,Apartment,Private room,1,1,1,1,110,1,50,2,27
South of Market,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,1,1125
South of Market,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,8,2,2,6,425,6,49,1,1125
South of Market,San Francisco,Townhouse,Entire home/apt,4,1,2,2,250,1,0,5,7
South of Market,San Francisco,Apartment,Private room,2,1,1,1,149,1,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,4,1,1,1,175,2,15,30,1125
South of Market,San Francisco,Apartment,Entire home/apt,4,1.5,1,1,199,2,20,3,14
South of Market,San Francisco,Apartment,Entire home/apt,2,1,1,1,169,1,0,2,5
South of Market,San Francisco,Apartment,Private room,1,1,1,1,140,1,0,1,1125
South of Market,San Francisco,House,Entire home/apt,8,1,3,3,220,6,25,31,1125
South of Market,San Francisco,Apartment,Private room,1,1,1,1,59,1,0,7,17
South of Market,San Francisco,Apartment,Entire home/apt,3,1,1,1,289,1,0,3,1125
South of Market,San Francisco,Loft,Entire home/apt,2,1,1,1,300,1,0,1,1125
South of Market,San Francisco,House,Shared room,2,1,1,1,75,1,0,1,1125
Nob Hill,San Francisco,Apartment,Private room,2,1,1,1,120,1,0,3,30
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,120,1,0,1,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,0,1,320,1,0,4,10
Nob Hill,San Francisco,Other,Private room,2,1,1,1,89,1,0,27,500
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,0,1,265,1,0,1,1
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,115,1,0,7,1125
Nob Hill,San Francisco,Apartment,Entire home/apt,2,1,0,2,160,1,0,2,1125
Outer Sunset,San Francisco,House,Private room,2,0.5,1,1,77,1,0,1,19
Outer Sunset,San Francisco,House,Private room,2,1,1,1,70,1,0,1,1125
Outer Sunset,San Francisco,Apartment,Entire home/apt,8,2,3,6,300,3,25,3,1125
Outer Sunset,San Francisco,Apartment,Entire home/apt,2,1,0,1,148,1,0,3,6
Outer Sunset,San Francisco,House,Entire home/apt,2,1,1,1,153,1,10,1,29
Outer Sunset,San Francisco,House,Entire home/apt,6,1.5,2,3,189,1,0,1,1125
Outer Sunset,San Francisco,Loft,Shared room,1,1,1,1,45,1,25,1,28
Outer Sunset,San Francisco,House,Private room,2,1,1,2,75,1,25,2,30
Western Addition,San Francisco,Apartment,Private room,2,2,1,2,99,1,0,1,1125
Western Addition,San Francisco,House,Private room,2,1,1,1,150,1,0,1,14
Western Addition,San Francisco,Apartment,Private room,3,1,1,1,99,1,0,5,16
Russian Hill,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,1,0,1,1125
Russian Hill,San Francisco,Apartment,Private room,2,1,1,1,250,1,0,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,135,2,0,2,60
Noe Valley,San Francisco,Apartment,Entire home/apt,10,1.5,4,6,475,1,0,3,28
Noe Valley,San Francisco,House,Private room,2,1,1,3,76,1,0,20,1125
Noe Valley,San Francisco,Condominium,Entire home/apt,4,1,2,2,395,1,0,1,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,3,1,1,1,275,1,25,3,1125
Noe Valley,San Francisco,House,Entire home/apt,4,1,2,2,150,2,20,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,3,1,1,1,250,1,0,1,1125
Noe Valley,San Francisco,House,Private room,2,1,1,1,135,2,15,2,1125
Noe Valley,San Francisco,House,Private room,1,1,1,1,175,1,75,28,1125
Noe Valley,San Francisco,Apartment,Private room,2,1.5,1,1,165,1,25,3,29
Noe Valley,San Francisco,Apartment,Entire home/apt,4,1,2,2,168,2,20,2,1125
Noe Valley,San Francisco,Apartment,Entire home/apt,6,1,3,3,260,4,40,2,1125
Noe Valley,San Francisco,House,Entire home/apt,2,1,1,2,100,1,50,30,1125
Noe Valley,San Francisco,House,Entire home/apt,6,1,2,3,270,4,25,2,27
Noe Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,200,1,0,1,1125
Noe Valley,San Francisco,House,Entire home/apt,5,1,2,3,700,1,0,1,1125
South of Market,San Francisco,Condominium,Entire home/apt,2,1,1,1,195,1,0,1,29
Glen Park,San Francisco,House,Entire home/apt,4,1,1,2,170,1,0,2,90
Glen Park,San Francisco,Apartment,Entire home/apt,4,1,2,2,350,1,0,1,1125
Glen Park,San Francisco,House,Private room,2,1,1,1,130,1,0,1,22
Glen Park,San Francisco,Condominium,Entire home/apt,4,1,2,3,195,4,0,4,14
Potrero Hill,San Francisco,House,Private room,2,1,0,2,150,2,0,2,10
Potrero Hill,San Francisco,Condominium,Entire home/apt,4,2,2,2,225,1,0,3,14
Potrero Hill,San Francisco,Apartment,Entire home/apt,4,1,1,1,190,2,25,2,29
Potrero Hill,San Francisco,House,Entire home/apt,5,1,1,1,225,1,20,1,28
Potrero Hill,San Francisco,Apartment,Entire home/apt,4,2.5,2,3,375,1,0,3,11
Potrero Hill,San Francisco,Apartment,Private room,1,1,1,1,80,1,0,3,1125
Potrero Hill,San Francisco,Apartment,Private room,2,1,1,1,165,1,0,5,1125
Potrero Hill,San Francisco,House,Entire home/apt,8,1,3,4,375,6,0,4,1125
Potrero Hill,San Francisco,Apartment,Entire home/apt,3,1,1,1,140,3,0,2,1125
Potrero Hill,San Francisco,Loft,Private room,2,1,1,1,99,1,0,5,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,1,1,1,150,2,20,30,1125
Castro/Upper Market,San Francisco,Other,Private room,1,1,1,1,100,1,0,3,1125
Castro/Upper Market,San Francisco,Apartment,Shared room,1,1,1,1,75,1,0,1,10
Western Addition,San Francisco,House,Entire home/apt,4,1.5,2,4,165,1,0,27,27
Western Addition,San Francisco,Apartment,Entire home/apt,4,1,2,2,275,1,0,2,14
Western Addition,San Francisco,House,Private room,5,1,3,4,100,1,80,4,30
Western Addition,San Francisco,Apartment,Private room,1,1,1,1,98,1,0,4,20
Western Addition,San Francisco,Apartment,Entire home/apt,3,1,1,1,200,1,0,2,1125
Western Addition,San Francisco,House,Private room,2,1,1,2,99,1,25,2,1125
Western Addition,San Francisco,Condominium,Private room,1,1,1,1,120,1,0,90,1125
Western Addition,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,200,1,70,2,90
Western Addition,San Francisco,Apartment,Private room,1,1.5,1,1,80,1,8,3,365
Western Addition,San Francisco,Loft,Private room,2,1,1,1,155,1,20,1,12
Western Addition,San Francisco,Apartment,Entire home/apt,8,1,1,4,122,2,7,30,365
Western Addition,San Francisco,Apartment,Entire home/apt,6,2,2,3,198,1,25,2,100
Western Addition,San Francisco,Apartment,Private room,2,1,1,1,160,1,10,1,1125
Western Addition,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,3,60
Parkside,San Francisco,House,Private room,2,2,1,1,99,1,0,2,1125
Parkside,San Francisco,House,Private room,1,1,1,1,99,1,50,1,1125
Parkside,San Francisco,House,Private room,2,2,1,1,75,2,10,1,1125
Financial District,San Francisco,Apartment,Entire home/apt,6,2.5,2,16,300,1,0,6,1125
Financial District,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,1,0,30,1125
Financial District,San Francisco,Boutique hotel,Private room,2,1,1,1,109,1,0,1,1125
Financial District,San Francisco,Apartment,Private room,2,1,1,1,100,1,20,3,1125
Financial District,San Francisco,Apartment,Entire home/apt,3,1,1,2,195,3,50,3,1125
Financial District,San Francisco,Loft,Private room,2,2,1,1,105,1,0,3,21
Ocean View,San Francisco,Apartment,Entire home/apt,7,1,2,4,158,4,20,1,25
Mission,San Francisco,Condominium,Private room,2,1,1,1,120,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,1,2,175,2,25,2,14
Mission,San Francisco,Apartment,Entire home/apt,5,1,3,3,309,4,25,1,1125
Mission,San Francisco,Apartment,Private room,1,1,1,1,65,1,0,5,20
Mission,San Francisco,Apartment,Private room,2,1,1,1,85,1,25,2,28
Mission,San Francisco,Apartment,Entire home/apt,6,1,2,4,185,4,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,130,1,15,2,7
Mission,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,349,1,0,4,17
Mission,San Francisco,Apartment,Entire home/apt,1,1,0,1,125,1,0,3,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,185,2,0,3,14
Mission,San Francisco,Apartment,Private room,1,1,1,1,95,1,0,2,14
Mission,San Francisco,House,Private room,2,1.5,1,1,87,1,0,2,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,0,1,100,2,25,2,29
Inner Richmond,San Francisco,Apartment,Entire home/apt,2,1,1,1,150,1,0,2,365
Inner Richmond,San Francisco,House,Private room,2,1,1,1,100,1,0,3,7
Inner Richmond,San Francisco,Apartment,Private room,1,1,1,1,60,1,0,1,1125
Inner Richmond,San Francisco,Apartment,Private room,3,1,1,1,119,2,29,1,60
Inner Richmond,San Francisco,House,Entire home/apt,6,1.5,2,2,600,1,0,2,12
Marina,San Francisco,Apartment,Private room,2,1.5,1,1,114,1,0,2,1125
Marina,San Francisco,Apartment,Entire home/apt,3,1,1,2,150,1,0,3,30
Marina,San Francisco,Apartment,Entire home/apt,8,1,3,3,800,1,0,1,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,0,1,127,2,0,3,1125
Marina,San Francisco,Apartment,Entire home/apt,2,1,1,1,228,1,0,2,1125
Bayview,San Francisco,House,Entire home/apt,7,2,3,3,185,6,10,2,1125
Bayview,San Francisco,House,Entire home/apt,3,1,1,1,118,2,35,1,31
Bayview,San Francisco,House,Entire home/apt,8,1,2,2,129,4,20,1,28
Bayview,San Francisco,Apartment,Entire home/apt,6,1,2,2,175,4,50,2,1125
Bayview,San Francisco,Condominium,Private room,2,2,1,4,200,8,0,1,1125
Bayview,San Francisco,House,Shared room,2,1,1,1,30,1,20,1,30
Visitacion Valley,San Francisco,Apartment,Entire home/apt,2,1,1,1,99,1,0,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,8,1,3,3,395,1,0,2,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,2,1,1,1,191,2,50,1,1125
Pacific Heights,San Francisco,Apartment,Entire home/apt,4,2,2,2,700,1,0,1,1125
Presidio Heights,San Francisco,Apartment,Entire home/apt,6,1,2,2,490,1,0,3,4
South of Market,San Francisco,Other,Private room,2,1,1,1,99,1,0,1,27
South of Market,San Francisco,Apartment,Private room,2,1,1,1,90,1,0,1,1125
South of Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,110,1,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,49,1,0,1,1125
Mission,San Francisco,House,Private room,1,1,1,1,100,1,0,7,1125
Mission,San Francisco,House,Private room,2,1,1,1,130,1,0,2,1125
Mission,San Francisco,Apartment,Private room,2,1,1,2,79,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,149,2,20,1,1125
Mission,San Francisco,Apartment,Private room,1,1,1,1,158,1,0,7,1125
Mission,San Francisco,Apartment,Private room,2,1,1,1,100,1,25,2,1125
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,200,2,0,2,2
Mission,San Francisco,Apartment,Entire home/apt,6,1,2,2,150,1,0,2,1125
Mission,San Francisco,House,Private room,2,1,1,3,100,1,0,3,1125
Mission,San Francisco,House,Entire home/apt,5,1.5,2,2,200,1,0,4,1125
Mission,San Francisco,House,Entire home/apt,3,1,1,2,150,2,30,2,1125
Mission,San Francisco,Boutique hotel,Private room,2,1,0,1,80,1,19,7,1125
Mission,San Francisco,Apartment,Entire home/apt,8,1.5,3,4,50,2,50,3,30
Mission,San Francisco,Apartment,Private room,1,1,1,1,75,1,0,4,1125
Mission,San Francisco,Apartment,Private room,2,1.5,1,1,189,1,0,2,4
Mission,San Francisco,House,Private room,2,1,1,1,115,1,0,1,1125
Mission,San Francisco,House,Entire home/apt,7,2,3,5,449,5,25,5,1125
Mission,San Francisco,House,Private room,3,1,1,2,119,2,25,1,1125
Mission,San Francisco,House,Private room,2,1,1,2,800,1,0,1,14
Mission,San Francisco,Apartment,Private room,2,1,1,1,125,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,6,2,2,3,200,1,0,6,1125
Mission,San Francisco,Apartment,Private room,2,1.5,1,1,80,1,40,31,188
Mission,San Francisco,Apartment,Entire home/apt,4,2,2,2,279,4,25,4,16
Mission,San Francisco,Apartment,Entire home/apt,4,1,2,2,200,1,0,3,30
Mission,San Francisco,Apartment,Entire home/apt,12,3,3,4,450,1,0,1,1125
Mission,San Francisco,Apartment,Entire home/apt,2,1,1,1,220,1,0,2,1125
West of Twin Peaks,San Francisco,House,Entire home/apt,6,1.5,3,4,220,4,20,7,1125
West of Twin Peaks,San Francisco,House,Private room,2,1,1,1,125,1,25,2,8
West of Twin Peaks,San Francisco,Apartment,Entire home/apt,2,1,1,1,125,1,0,7,7
West of Twin Peaks,San Francisco,Apartment,Entire home/apt,4,1.5,2,2,274,2,50,2,8
West of Twin Peaks,San Francisco,House,Private room,3,1,2,2,99,1,25,1,365
West of Twin Peaks,San Francisco,House,Entire home/apt,4,1,2,2,200,4,25,2,1125
Inner Richmond,San Francisco,House,Entire home/apt,6,1,2,4,289,5,0,2,365
Inner Richmond,San Francisco,Apartment,Private room,2,0.5,1,1,135,2,50,1,1125
Inner Richmond,San Francisco,House,Entire home/apt,12,1.5,5,7,249,5,25,30,365
Inner Richmond,San Francisco,House,Entire home/apt,6,2.5,3,5,650,6,0,5,7
Inner Richmond,San Francisco,Apartment,Private room,2,1,1,1,116,1,0,1,3
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,6,1,2,4,295,4,25,2,120
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,3,2,2,199,1,0,30,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,1,2,3,350,1,0,5,6
Castro/Upper Market,San Francisco,Apartment,Private room,2,1.5,1,1,85,1,25,3,40
Castro/Upper Market,San Francisco,Apartment,Private room,2,1,1,1,128,1,25,1,29
Castro/Upper Market,San Francisco,Apartment,Private room,2,1,0,1,103,1,5,5,21
Castro/Upper Market,San Francisco,House,Entire home/apt,2,1,1,1,195,1,50,3,7
Castro/Upper Market,San Francisco,House,Private room,2,1,1,1,125,1,10,2,29
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,6,1,2,4,210,1,0,30,1125
Castro/Upper Market,San Francisco,House,Entire home/apt,4,1,1,2,195,2,20,4,330
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,1,1,2,172,1,0,2,14
Castro/Upper Market,San Francisco,Apartment,Private room,2,1,1,2,100,1,10,3,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,4,1,1,1,180,1,0,3,3
Castro/Upper Market,San Francisco,Apartment,Private room,2,1,1,1,150,1,0,1,1125
Castro/Upper Market,San Francisco,House,Entire home/apt,5,1,2,3,230,2,20,2,1125
Castro/Upper Market,San Francisco,Apartment,Entire home/apt,2,1,0,1,125,1,25,1,99
Twin Peaks,San Francisco,House,Entire home/apt,4,2,2,2,350,1,0,3,1125
Twin Peaks,San Francisco,House,Entire home/apt,4,1,2,4,200,1,0,3,5
Twin Peaks,San Francisco,Apartment,Entire home/apt,2,1,1,1,175,2,30,3,30
Twin Peaks,San Francisco,Apartment,Private room,2,1.5,1,1,80,1,10,7,90
Twin Peaks,San Francisco,Apartment,Entire home/apt,2,1,1,1,140,1,0,3,55
Bernal Heights,San Francisco,Apartment,Entire home/apt,3,1,1,2,125,2,25,3,1125
Bernal Heights,San Francisco,House,Private room,3,2,1,2,129,2,35,2,90
Bernal Heights,San Francisco,House,Private room,2,1,1,1,140,2,60,2,30
Bernal Heights,San Francisco,Apartment,Entire home/apt,3,1,1,1,165,1,0,4,28
Bernal Heights,San Francisco,Apartment,Private room,2,1,1,1,70,1,0,1,1125
Bernal Heights,San Francisco,House,Private room,2,1,1,1,120,1,0,3,14
Bernal Heights,San Francisco,House,Entire home/apt,4,1,2,1,125,1,0,1,30
Bernal Heights,San Francisco,Apartment,Entire home/apt,4,1,2,2,145,1,0,4,1125
